,line,__fileposition__
46894,"307,1042,2.5,1186162407",1143414
46895,"307,1061,3.5,1186162377",1143439
46896,"307,1073,4.0,1186161025",1143464
46897,"307,1086,4.0,1213926445",1143489
46898,"307,1088,3.0,1186162146",1143514
46899,"307,1089,4.0,1186161465",1143539
46900,"307,1092,3.0,1186085918",1143564
46901,"307,1093,3.0,1197407444",1143589
46902,"307,1094,2.5,1186161825",1143614
46903,"307,1095,3.0,1207701931",1143639
46904,"307,1097,3.0,1186161008",1143664
46905,"307,1101,0.5,1186161510",1143689
46906,"307,1120,3.0,1186162288",1143714
46907,"307,1126,4.5,1215657469",1143739
46908,"307,1136,3.5,1186161067",1143764
46909,"307,1193,3.5,1186161061",1143789
46910,"307,1196,3.0,1186411459",1143814
46911,"307,1197,3.5,1186161029",1143839
46912,"307,1198,4.0,1226946657",1143864
46913,"307,1201,4.0,1200150685",1143889
46914,"307,1204,3.5,1186161930",1143914
46915,"307,1206,3.5,1186161521",1143939
46916,"307,1207,3.0,1186161862",1143964
46917,"307,1210,3.0,1186411468",1143989
46918,"307,1213,4.0,1186161459",1144014
46919,"307,1214,2.0,1227538416",1144039
46920,"307,1215,5.0,1186085362",1144064
46921,"307,1219,3.0,1186161602",1144089
46922,"307,1220,2.5,1186161539",1144114
46923,"307,1221,4.5,1186161428",1144139
46924,"307,1222,3.0,1186161615",1144164
46925,"307,1228,3.5,1186162326",1144189
46926,"307,1230,2.5,1198680550",1144214
46927,"307,1240,2.5,1186161032",1144239
46928,"307,1246,3.5,1186161590",1144264
46929,"307,1247,4.5,1189689059",1144289
46930,"307,1252,3.0,1205410448",1144314
46931,"307,1257,3.0,1186086301",1144339
46932,"307,1258,3.5,1186161547",1144364
46933,"307,1259,3.5,1186161507",1144389
46934,"307,1261,4.0,1198680573",1144414
46935,"307,1263,4.0,1186162229",1144439
46936,"307,1265,3.0,1186161049",1144464
46937,"307,1270,4.0,1186085735",1144489
46938,"307,1271,3.0,1186162341",1144514
46939,"307,1285,2.5,1186162143",1144539
46940,"307,1288,3.0,1186161725",1144564
46941,"307,1291,3.5,1186161065",1144589
46942,"307,1307,3.5,1242825832",1144614
46943,"307,1322,0.5,1186084959",1144639
46944,"307,1323,1.0,1186084951",1144664
46945,"307,1324,0.5,1186084970",1144689
46946,"307,1325,0.5,1186084968",1144714
46947,"307,1326,0.5,1186084967",1144739
46948,"307,1327,3.5,1186084955",1144764
46949,"307,1328,0.5,1186084961",1144789
46950,"307,1330,1.0,1186085226",1144814
46951,"307,1333,3.0,1186086590",1144839
46952,"307,1339,4.0,1186087158",1144864
46953,"307,1342,2.0,1186087552",1144889
46954,"307,1343,4.0,1186087570",1144914
46955,"307,1345,4.0,1186087614",1144939
46956,"307,1347,3.0,1186162828",1144964
46957,"307,1358,2.0,1186161813",1144989
46958,"307,1366,4.0,1215657378",1145014
46959,"307,1380,2.5,1186161678",1145039
46960,"307,1387,3.0,1186161485",1145064
46961,"307,1391,2.0,1186161638",1145089
46962,"307,1393,1.5,1189456386",1145114
46963,"307,1405,2.0,1186086102",1145139
46964,"307,1407,0.5,1186161619",1145164
46965,"307,1409,0.5,1186083427",1145189
46966,"307,1430,2.5,1189607637",1145214
46967,"307,1431,0.5,1186086384",1145239
46968,"307,1441,4.0,1187191554",1145264
46969,"307,1453,0.5,1186086070",1145289
46970,"307,1474,1.5,1186172323",1145314
46971,"307,1476,2.5,1186163209",1145339
46972,"307,1479,3.0,1186162444",1145364
46973,"307,1485,3.0,1186161634",1145389
46974,"307,1487,2.0,1186172723",1145414
46975,"307,1490,1.0,1186085496",1145439
46976,"307,1498,3.5,1186173103",1145464
46977,"307,1499,0.5,1186085002",1145489
46978,"307,1500,2.5,1186161752",1145514
46979,"307,1503,0.5,1186084415",1145539
46980,"307,1513,1.5,1186162447",1145564
46981,"307,1517,3.5,1186085442",1145589
46982,"307,1544,2.0,1189529191",1145614
46983,"307,1552,3.0,1189529320",1145639
46984,"307,1562,2.5,1186085940",1145664
46985,"307,1580,2.0,1186161017",1145689
46986,"307,1584,2.0,1186161492",1145714
46987,"307,1586,2.0,1186163104",1145739
46988,"307,1593,2.0,1186172494",1145764
46989,"307,1614,0.5,1186083454",1145789
46990,"307,1617,3.5,1187025727",1145814
46991,"307,1639,4.5,1186087816",1145839
46992,"307,1645,4.0,1200150380",1145864
46993,"307,1673,4.0,1211305558",1145889
46994,"307,1682,4.0,1186161568",1145914
46995,"307,1704,3.0,1186161433",1145939
46996,"307,1717,0.5,1186163096",1145964
46997,"307,1721,2.0,1186161016",1145989
46998,"307,1729,4.0,1186162172",1146014
46999,"307,1732,4.0,1186086490",1146039
47000,"307,1753,4.0,1217882506",1146064
47001,"307,1777,3.5,1186161886",1146089
47002,"307,1784,3.0,1186085308",1146114
47003,"307,1799,2.5,1186878668",1146139
47004,"307,1805,1.0,1186162633",1146164
47005,"307,1821,2.0,1186172459",1146189
47006,"307,1889,3.0,1186173028",1146214
47007,"307,1895,2.0,1186087545",1146239
47008,"307,1911,1.5,1186163122",1146264
47009,"307,1917,2.5,1186085264",1146289
47010,"307,1923,3.0,1186161435",1146314
47011,"307,1961,3.0,1186161420",1146339
47012,"307,1967,4.0,1187191575",1146364
47013,"307,1968,4.5,1186087183",1146389
47014,"307,1973,2.0,1186172953",1146414
47015,"307,1982,3.0,1186163278",1146439
47016,"307,1991,3.0,1186087840",1146464
47017,"307,1992,3.0,1186087848",1146489
47018,"307,1993,2.5,1186087850",1146514
47019,"307,1994,2.5,1186162394",1146539
47020,"307,1995,1.0,1186172728",1146564
47021,"307,1997,3.0,1186161939",1146589
47022,"307,2000,4.0,1242825854",1146614
47023,"307,2003,2.5,1186162140",1146639
47024,"307,2005,4.0,1186162282",1146664
47025,"307,2011,3.5,1186085737",1146689
47026,"307,2012,3.0,1186085741",1146714
47027,"307,2017,0.5,1186173639",1146739
47028,"307,2018,3.0,1186085837",1146764
47029,"307,2023,3.5,1186162169",1146789
47030,"307,2027,1.5,1186173315",1146814
47031,"307,2036,3.0,1186086690",1146839
47032,"307,2052,3.0,1186172338",1146864
47033,"307,2054,1.5,1186161644",1146889
47034,"307,2058,2.5,1186162369",1146914
47035,"307,2060,3.5,1207701951",1146939
47036,"307,2072,3.5,1186084231",1146964
47037,"307,2081,3.0,1186161820",1146989
47038,"307,2087,2.5,1186163119",1147014
47039,"307,2093,2.5,1186411212",1147039
47040,"307,2100,1.5,1186161927",1147064
47041,"307,2109,3.0,1186163145",1147089
47042,"307,2114,3.0,1186950906",1147114
47043,"307,2115,3.0,1186161597",1147139
47044,"307,2120,2.0,1186172647",1147164
47045,"307,2121,2.0,1186172287",1147189
47046,"307,2122,3.5,1186087866",1147214
47047,"307,2124,2.5,1186084495",1147239
47048,"307,2133,4.5,1186084501",1147264
47049,"307,2139,3.5,1186174174",1147289
47050,"307,2140,2.5,1189689045",1147314
47051,"307,2144,3.0,1186162511",1147339
47052,"307,2145,3.0,1186162818",1147364
47053,"307,2154,1.5,1186173268",1147389
47054,"307,2160,3.0,1186162840",1147414
47055,"307,2161,2.5,1186162276",1147439
47056,"307,2162,2.5,1186172289",1147464
47057,"307,2163,2.5,1186085404",1147489
47058,"307,2169,1.5,1186173322",1147514
47059,"307,2174,4.0,1186086140",1147539
47060,"307,2190,2.0,1186258708",1147564
47061,"307,2193,2.0,1186162320",1147589
47062,"307,2205,2.5,1186257613",1147614
47063,"307,2236,3.5,1211379298",1147639
47064,"307,2248,2.5,1186162338",1147664
47065,"307,2288,4.0,1216922556",1147689
47066,"307,2291,4.0,1186161607",1147714
47067,"307,2296,1.5,1186172434",1147739
47068,"307,2302,2.0,1186161797",1147764
47069,"307,2315,0.5,1186087228",1147789
47070,"307,2320,2.5,1186085229",1147814
47071,"307,2321,2.5,1186161833",1147839
47072,"307,2325,2.5,1186172865",1147864
47073,"307,2329,5.0,1186084864",1147889
47074,"307,2332,1.0,1186086208",1147914
47075,"307,2335,3.5,1189608607",1147939
47076,"307,2340,4.0,1187192092",1147964
47077,"307,2348,3.5,1197475154",1147989
47078,"307,2361,2.0,1186173272",1148014
47079,"307,2369,2.0,1186163220",1148039
47080,"307,2371,2.0,1186163223",1148064
47081,"307,2373,1.0,1186172556",1148089
47082,"307,2385,2.0,1186173611",1148114
47083,"307,2395,4.0,1186161884",1148139
47084,"307,2406,2.5,1186161761",1148164
47085,"307,2407,1.5,1186162177",1148189
47086,"307,2416,1.0,1186085724",1148214
47087,"307,2420,3.5,1215657400",1148239
47088,"307,2421,3.0,1215657405",1148264
47089,"307,2422,1.0,1215657408",1148289
47090,"307,2423,2.5,1186087939",1148314
47091,"307,2424,1.0,1186162175",1148339
47092,"307,2432,2.0,1186172343",1148364
47093,"307,2445,2.0,1186085389",1148389
47094,"307,2453,1.5,1186173129",1148414
47095,"307,2470,2.5,1186162066",1148439
47096,"307,2478,2.5,1186163199",1148464
47097,"307,2496,1.5,1186086693",1148489
47098,"307,2500,1.5,1186173783",1148514
47099,"307,2501,2.5,1186162848",1148539
47100,"307,2502,3.0,1186161668",1148564
47101,"307,2504,2.0,1186084290",1148589
47102,"307,2506,2.5,1186172842",1148614
47103,"307,2515,1.5,1186087867",1148639
47104,"307,2516,1.0,1186087869",1148664
47105,"307,2541,2.0,1186162506",1148689
47106,"307,2542,3.0,1186162045",1148714
47107,"307,2559,3.0,1186258341",1148739
47108,"307,2571,3.5,1189455492",1148764
47109,"307,2572,0.5,1186084248",1148789
47110,"307,2580,3.0,1186162334",1148814
47111,"307,2581,1.5,1186162820",1148839
47112,"307,2596,3.5,1186173176",1148864
47113,"307,2606,0.5,1186172385",1148889
47114,"307,2628,4.0,1227538389",1148914
47115,"307,2639,2.5,1186173101",1148939
47116,"307,2640,3.0,1186161663",1148964
47117,"307,2657,3.0,1186161859",1148989
47118,"307,2683,3.5,1186085444",1149014
47119,"307,2694,3.0,1186086434",1149039
47120,"307,2699,3.0,1186085233",1149064
47121,"307,2700,4.0,1189456993",1149089
47122,"307,2706,2.5,1186084895",1149114
47123,"307,2710,2.5,1186086685",1149139
47124,"307,2712,3.0,1186161789",1149164
47125,"307,2716,3.0,1186161394",1149189
47126,"307,2723,1.5,1186162546",1149214
47127,"307,2724,1.5,1186162500",1149239
47128,"307,2746,2.5,1186162515",1149264
47129,"307,2762,2.5,1186161005",1149289
47130,"307,2772,1.5,1186172305",1149314
47131,"307,2787,2.0,1186087713",1149339
47132,"307,2791,2.0,1186084589",1149364
47133,"307,2797,3.0,1186086414",1149389
47134,"307,2798,2.0,1186172632",1149414
47135,"307,2804,3.5,1186087932",1149439
47136,"307,2806,0.5,1186172376",1149464
47137,"307,2858,4.0,1186084840",1149489
47138,"307,2871,3.0,1186162529",1149514
47139,"307,2888,1.0,1186173592",1149539
47140,"307,2907,2.0,1186172679",1149564
47141,"307,2908,1.0,1186087063",1149589
47142,"307,2915,2.5,1186162526",1149614
47143,"307,2918,3.0,1186161545",1149639
47144,"307,2926,4.0,1200150424",1149664
47145,"307,2959,4.0,1186161397",1149689
47146,"307,2962,3.0,1186257890",1149714
47147,"307,2968,3.5,1196131052",1149739
47148,"307,2985,2.5,1189529210",1149764
47149,"307,2987,3.0,1186161471",1149789
47150,"307,2997,3.0,1186086153",1149814
47151,"307,3004,2.0,1186085715",1149839
47152,"307,3005,3.5,1186086892",1149864
47153,"307,3033,3.0,1186162179",1149889
47154,"307,3051,1.5,1186085187",1149914
47155,"307,3052,3.0,1186161808",1149939
47156,"307,3063,1.0,1186173320",1149964
47157,"307,3081,4.0,1186162008",1149989
47158,"307,3101,2.5,1186162037",1150014
47159,"307,3107,2.0,1186085745",1150039
47160,"307,3114,3.0,1186161488",1150064
47161,"307,3145,2.5,1186173169",1150089
47162,"307,3147,4.0,1242825840",1150114
47163,"307,3160,3.5,1194912445",1150139
47164,"307,3173,3.0,1186085155",1150164
47165,"307,3174,2.5,1186162622",1150189
47166,"307,3177,2.0,1186173247",1150214
47167,"307,3186,3.5,1194913087",1150239
47168,"307,3210,4.0,1186162625",1150264
47169,"307,3247,1.0,1186083418",1150289
47170,"307,3250,3.0,1186084657",1150314
47171,"307,3252,3.0,1186163099",1150339
47172,"307,3253,3.0,1186161950",1150364
47173,"307,3255,2.5,1186162237",1150389
47174,"307,3264,2.5,1186087392",1150414
47175,"307,3268,1.0,1186172507",1150439
47176,"307,3270,2.0,1186172881",1150464
47177,"307,3273,0.5,1186083439",1150489
47178,"307,3275,3.5,1197407454",1150514
47179,"307,3280,1.5,1186085577",1150539
47180,"307,3363,3.5,1194121240",1150564
47181,"307,3392,1.0,1186173696",1150589
47182,"307,3409,2.0,1224508544",1150614
47183,"307,3421,4.0,1186085092",1150639
47184,"307,3423,1.5,1186258742",1150664
47185,"307,3448,2.5,1186162110",1150689
47186,"307,3468,3.5,1205343214",1150714
47187,"307,3476,3.5,1193172104",1150739
47188,"307,3478,2.5,1186085835",1150764
47189,"307,3489,2.5,1186162590",1150789
47190,"307,3499,3.5,1186162431",1150814
47191,"307,3511,1.5,1186257367",1150839
47192,"307,3535,5.0,1186084915",1150864
47193,"307,3552,3.5,1186087487",1150889
47194,"307,3564,1.0,1186173155",1150914
47195,"307,3578,3.5,1186161400",1150939
47196,"307,3594,0.5,1186087762",1150964
47197,"307,3616,2.0,1186172983",1150989
47198,"307,3617,2.0,1186163102",1151014
47199,"307,3623,2.0,1189456275",1151039
47200,"307,3649,2.5,1186084847",1151064
47201,"307,3671,4.0,1186086696",1151089
47202,"307,3705,2.5,1186086551",1151114
47203,"307,3740,4.0,1186086516",1151139
47204,"307,3743,1.0,1186087085",1151164
47205,"307,3752,2.5,1186162784",1151189
47206,"307,3755,2.5,1186162298",1151214
47207,"307,3774,0.5,1186258870",1151239
47208,"307,3785,1.5,1186162563",1151264
47209,"307,3793,3.5,1242822587",1151289
47210,"307,3824,2.5,1186085469",1151314
47211,"307,3826,0.5,1186163093",1151339
47212,"307,3830,0.5,1186259027",1151364
47213,"307,3843,1.0,1186260602",1151389
47214,"307,3858,1.5,1186087735",1151414
47215,"307,3861,2.5,1211305596",1151439
47216,"307,3863,1.5,1186087745",1151464
47217,"307,3882,0.5,1186087251",1151489
47218,"307,3897,5.0,1186084768",1151514
47219,"307,3911,3.0,1186086281",1151539
47220,"307,3916,2.5,1186163084",1151564
47221,"307,3943,1.0,1186085865",1151589
47222,"307,3948,3.0,1186161911",1151614
47223,"307,3949,4.0,1187192136",1151639
47224,"307,3955,2.5,1186173881",1151664
47225,"307,3967,3.0,1186086537",1151689
47226,"307,3977,2.0,1186087800",1151714
47227,"307,4002,2.5,1186163108",1151739
47228,"307,4010,3.5,1186087220",1151764
47229,"307,4011,3.5,1186162119",1151789
47230,"307,4025,1.5,1186162501",1151814
47231,"307,4039,4.5,1186085129",1151839
47232,"307,4040,3.5,1186172363",1151864
47233,"307,4061,3.0,1186173265",1151889
47234,"307,4090,2.5,1186173563",1151914
47235,"307,4091,3.5,1186087520",1151939
47236,"307,4104,1.5,1186173736",1151964
47237,"307,4105,3.5,1198680570",1151989
47238,"307,4109,2.5,1186258021",1152014
47239,"307,4127,1.5,1186259286",1152039
47240,"307,4132,2.5,1186172447",1152064
47241,"307,4141,1.5,1186257333",1152089
47242,"307,4148,3.0,1186163185",1152114
47243,"307,4149,2.0,1186172496",1152139
47244,"307,4181,2.0,1186260144",1152164
47245,"307,4205,3.0,1186173589",1152189
47246,"307,4226,4.0,1211305247",1152214
47247,"307,4228,0.5,1186172861",1152239
47248,"307,4229,1.5,1186257378",1152264
47249,"307,4238,3.0,1186084792",1152289
47250,"307,4239,5.0,1186086746",1152314
47251,"307,4246,4.0,1186087236",1152339
47252,"307,4247,2.5,1186172619",1152364
47253,"307,4255,1.5,1186173172",1152389
47254,"307,4262,4.0,1186162777",1152414
47255,"307,4306,2.5,1186161417",1152439
47256,"307,4308,3.5,1186162213",1152464
47257,"307,4317,1.0,1186173806",1152489
47258,"307,4340,2.5,1186085099",1152514
47259,"307,4359,3.0,1186172927",1152539
47260,"307,4361,2.5,1186162610",1152564
47261,"307,4371,0.5,1186085569",1152589
47262,"307,4373,3.0,1186257996",1152614
47263,"307,4403,3.0,1186260278",1152639
47264,"307,4447,1.5,1186162761",1152664
47265,"307,4448,4.0,1215657500",1152689
47266,"307,4474,3.0,1186086003",1152714
47267,"307,4477,4.0,1186086505",1152739
47268,"307,4520,2.0,1186257714",1152764
47269,"307,4534,2.0,1187192106",1152789
47270,"307,4535,2.5,1187192108",1152814
47271,"307,4571,3.0,1186086526",1152839
47272,"307,4584,2.0,1186260088",1152864
47273,"307,4602,3.0,1186257690",1152889
47274,"307,4619,3.0,1186259014",1152914
47275,"307,4641,3.5,1196131390",1152939
47276,"307,4642,2.0,1186410987",1152964
47277,"307,4643,3.0,1186162583",1152989
47278,"307,4654,2.0,1186173659",1153014
47279,"307,4662,3.5,1224508399",1153039
47280,"307,4673,2.0,1186172588",1153064
47281,"307,4697,1.5,1186085929",1153089
47282,"307,4718,2.5,1186084897",1153114
47283,"307,4720,2.5,1186162495",1153139
47284,"307,4732,2.0,1186087350",1153164
47285,"307,4744,1.5,1186172938",1153189
47286,"307,4748,1.5,1186084337",1153214
47287,"307,4749,0.5,1186084341",1153239
47288,"307,4750,0.5,1186259226",1153264
47289,"307,4771,1.5,1186258097",1153289
47290,"307,4776,4.0,1186173961",1153314
47291,"307,4835,2.5,1186173494",1153339
47292,"307,4848,3.0,1186162773",1153364
47293,"307,4852,1.0,1186086895",1153389
47294,"307,4862,1.5,1186257394",1153414
47295,"307,4867,2.5,1186172917",1153439
47296,"307,4876,2.0,1186172830",1153464
47297,"307,4878,5.0,1187192147",1153489
47298,"307,4885,2.0,1186257512",1153514
47299,"307,4886,3.0,1186161623",1153539
47300,"307,4893,3.0,1189607297",1153564
47301,"307,4896,3.0,1186161948",1153589
47302,"307,4915,2.0,1186086038",1153614
47303,"307,4951,2.5,1186173551",1153639
47304,"307,4975,4.0,1200150500",1153664
47305,"307,4979,4.5,1186162216",1153689
47306,"307,4980,3.0,1186086524",1153714
47307,"307,4989,2.0,1186258320",1153739
47308,"307,4993,3.0,1186161407",1153764
47309,"307,4995,3.0,1186086093",1153789
47310,"307,5010,3.0,1192300722",1153814
47311,"307,5025,2.5,1186172292",1153839
47312,"307,5064,4.5,1196131116",1153864
47313,"307,5092,1.5,1186086476",1153889
47314,"307,5099,3.0,1189608517",1153914
47315,"307,5103,2.5,1186174183",1153939
47316,"307,5110,3.0,1186172525",1153964
47317,"307,5128,2.0,1186173604",1153989
47318,"307,5139,4.0,1186085795",1154014
47319,"307,5151,0.5,1186084384",1154039
47320,"307,5170,3.0,1186084672",1154064
47321,"307,5218,2.5,1186162434",1154089
47322,"307,5255,2.5,1186257815",1154114
47323,"307,5265,2.5,1186172758",1154139
47324,"307,5266,2.0,1186163280",1154164
47325,"307,5283,2.5,1186172844",1154189
47326,"307,5294,4.0,1190852080",1154214
47327,"307,5298,3.5,1193663285",1154239
47328,"307,5299,2.0,1186162307",1154264
47329,"307,5309,1.5,1186173038",1154289
47330,"307,5312,2.0,1186173238",1154314
47331,"307,5349,4.0,1242822663",1154339
47332,"307,5361,1.5,1186258063",1154364
47333,"307,5401,2.5,1186173378",1154389
47334,"307,5418,3.5,1186087037",1154414
47335,"307,5427,4.0,1215657361",1154439
47336,"307,5443,1.0,1189607373",1154464
47337,"307,5445,3.0,1186161600",1154489
47338,"307,5451,1.5,1186257802",1154514
47339,"307,5452,1.0,1186172383",1154539
47340,"307,5454,1.5,1186258919",1154564
47341,"307,5459,1.5,1186162565",1154589
47342,"307,5464,2.5,1186162788",1154614
47343,"307,5481,3.5,1186085440",1154639
47344,"307,5500,4.0,1192156404",1154664
47345,"307,5502,3.0,1186162428",1154689
47346,"307,5524,2.5,1186086761",1154714
47347,"307,5538,2.0,1189608583",1154739
47348,"307,5539,2.0,1189607459",1154764
47349,"307,5553,2.0,1186173780",1154789
47350,"307,5556,2.0,1186411384",1154814
47351,"307,5572,2.0,1186085900",1154839
47352,"307,5573,1.5,1186257758",1154864
47353,"307,5582,2.5,1186087576",1154889
47354,"307,5590,2.5,1189457286",1154914
47355,"307,5610,2.0,1186085884",1154939
47356,"307,5618,4.0,1186162769",1154964
47357,"307,5650,3.0,1186172797",1154989
47358,"307,5664,1.5,1186087341",1155014
47359,"307,5669,2.5,1189456239",1155039
47360,"307,5679,2.0,1186162561",1155064
47361,"307,5696,2.0,1186257483",1155089
47362,"307,5735,2.0,1186260174",1155114
47363,"307,5736,1.5,1189608033",1155139
47364,"307,5784,0.5,1186173838",1155164
47365,"307,5796,3.5,1186087669",1155189
47366,"307,5810,1.0,1186084418",1155214
47367,"307,5816,3.0,1186162204",1155239
47368,"307,5874,2.0,1186259108",1155264
47369,"307,5883,1.5,1189607291",1155289
47370,"307,5927,3.0,1186086271",1155314
47371,"307,5943,0.5,1186172683",1155339
47372,"307,5945,1.5,1186084436",1155364
47373,"307,5952,3.0,1186161442",1155389
47374,"307,5955,3.0,1186085152",1155414
47375,"307,5970,2.0,1186172922",1155439
47376,"307,5989,3.5,1186087717",1155464
47377,"307,5991,3.0,1186087834",1155489
47378,"307,6012,2.0,1186258664",1155514
47379,"307,6014,1.5,1186257525",1155539
47380,"307,6016,3.5,1186174274",1155564
47381,"307,6025,1.0,1186260161",1155589
47382,"307,6040,1.5,1186257693",1155614
47383,"307,6058,2.0,1224508546",1155639
47384,"307,6060,2.0,1186257750",1155664
47385,"307,6153,1.5,1186260248",1155689
47386,"307,6187,4.0,1204234597",1155714
47387,"307,6212,2.5,1186087261",1155739
47388,"307,6218,1.0,1186086232",1155764
47389,"307,6220,1.0,1186258010",1155789
47390,"307,6249,2.0,1186086798",1155814
47391,"307,6250,0.5,1186173554",1155839
47392,"307,6252,1.5,1186257667",1155864
47393,"307,6265,1.0,1186257954",1155889
47394,"307,6287,3.5,1186085082",1155914
47395,"307,6297,2.5,1186172398",1155939
47396,"307,6298,2.0,1186259474",1155964
47397,"307,6316,2.0,1186257722",1155989
47398,"307,6322,2.0,1186264703",1156014
47399,"307,6323,3.0,1186174191",1156039
47400,"307,6350,4.0,1186087693",1156064
47401,"307,6373,3.0,1186087346",1156089
47402,"307,6374,1.5,1186257992",1156114
47403,"307,6377,3.0,1186161783",1156139
47404,"307,6378,2.5,1186162794",1156164
47405,"307,6425,1.0,1186258652",1156189
47406,"307,6482,2.0,1186173834",1156214
47407,"307,6483,0.5,1186259165",1156239
47408,"307,6503,1.5,1186087802",1156264
47409,"307,6535,1.0,1186172767",1156289
47410,"307,6539,3.0,1186161691",1156314
47411,"307,6548,3.0,1186085765",1156339
47412,"307,6558,2.0,1186257474",1156364
47413,"307,6559,2.0,1186259011",1156389
47414,"307,6586,2.0,1186084922",1156414
47415,"307,6593,2.0,1186172424",1156439
47416,"307,6615,1.5,1186173548",1156464
47417,"307,6619,2.0,1186258350",1156489
47418,"307,6625,2.5,1186087517",1156514
47419,"307,6687,1.0,1186260496",1156539
47420,"307,6695,1.5,1186257809",1156564
47421,"307,6702,2.5,1186259325",1156589
47422,"307,6705,2.5,1189607377",1156614
47423,"307,6707,1.0,1186087473",1156639
47424,"307,6709,3.0,1186410747",1156664
47425,"307,6711,4.0,1186162158",1156689
47426,"307,6724,4.0,1189608635",1156714
47427,"307,6744,1.5,1186258775",1156739
47428,"307,6750,2.0,1186085179",1156764
47429,"307,6755,4.0,1229117873",1156789
47430,"307,6763,2.0,1186257846",1156814
47431,"307,6787,4.0,1204663547",1156839
47432,"307,6793,2.0,1186086125",1156864
47433,"307,6794,1.5,1186086127",1156889
47434,"307,6796,2.5,1186087091",1156914
47435,"307,6811,3.5,1186257316",1156939
47436,"307,6827,1.5,1186259203",1156964
47437,"307,6850,2.0,1186257681",1156989
47438,"307,6863,2.5,1186163170",1157014
47439,"307,6868,4.0,1192631810",1157039
47440,"307,6870,3.0,1186163196",1157064
47441,"307,6872,1.0,1186259143",1157089
47442,"307,6874,3.5,1186161944",1157114
47443,"307,6881,2.0,1186173557",1157139
47444,"307,6888,0.5,1186172734",1157164
47445,"307,6936,3.5,1197407567",1157189
47446,"307,6951,2.5,1186087704",1157214
47447,"307,6952,2.5,1186172971",1157239
47448,"307,6957,3.5,1186085807",1157264
47449,"307,6999,2.0,1186259467",1157289
47450,"307,7026,2.0,1186258091",1157314
47451,"307,7030,3.0,1189608189",1157339
47452,"307,7046,2.0,1186172675",1157364
47453,"307,7117,2.0,1186259260",1157389
47454,"307,7147,3.5,1186086484",1157414
47455,"307,7153,3.0,1186174295",1157439
47456,"307,7154,2.0,1186172782",1157464
47457,"307,7173,3.5,1186084774",1157489
47458,"307,7235,2.0,1186411194",1157514
47459,"307,7247,4.0,1186087888",1157539
47460,"307,7254,3.5,1186087440",1157564
47461,"307,7259,0.5,1189607547",1157589
47462,"307,7261,1.0,1186085902",1157614
47463,"307,7265,3.0,1187383446",1157639
47464,"307,7282,1.0,1189457208",1157664
47465,"307,7316,1.5,1186259812",1157689
47466,"307,7317,1.5,1186173859",1157714
47467,"307,7319,1.0,1186259252",1157739
47468,"307,7321,2.0,1186260295",1157764
47469,"307,7324,3.0,1186173488",1157789
47470,"307,7346,2.5,1186173217",1157814
47471,"307,7347,2.5,1186172692",1157839
47472,"307,7361,5.0,1186162117",1157864
47473,"307,7367,1.0,1186172993",1157889
47474,"307,7371,3.5,1186172744",1157914
47475,"307,7438,3.5,1186162150",1157939
47476,"307,7444,2.0,1186084273",1157964
47477,"307,7448,3.0,1186258658",1157989
47478,"307,7624,2.5,1186257267",1158014
47479,"307,7636,0.5,1189608079",1158039
47480,"307,7701,0.5,1186173318",1158064
47481,"307,7708,2.0,1186258633",1158089
47482,"307,7781,1.5,1186259290",1158114
47483,"307,7802,3.0,1190637397",1158139
47484,"307,7845,1.0,1186259055",1158164
47485,"307,8011,4.0,1204234913",1158189
47486,"307,8169,3.0,1186084234",1158214
47487,"307,8340,3.0,1186172847",1158239
47488,"307,8360,3.0,1186162227",1158264
47489,"307,8362,2.0,1186258690",1158289
47490,"307,8366,4.0,1186172482",1158314
47491,"307,8368,3.0,1186162492",1158339
47492,"307,8373,3.0,1186173118",1158364
47493,"307,8402,2.0,1186413483",1158389
47494,"307,8464,3.0,1186163275",1158414
47495,"307,8506,2.5,1189456374",1158439
47496,"307,8636,3.5,1189456248",1158464
47497,"307,8641,4.0,1186085018",1158489
47498,"307,8644,3.0,1189457332",1158514
47499,"307,8665,3.0,1189456224",1158539
47500,"307,8695,2.5,1186085704",1158564
47501,"307,8784,3.5,1186163257",1158589
47502,"307,8799,2.0,1186260461",1158614
47503,"307,8807,4.0,1214791639",1158639
47504,"307,8814,2.0,1186257907",1158664
47505,"307,8815,2.0,1186258300",1158689
47506,"307,8835,1.0,1189607694",1158714
47507,"307,8860,1.0,1186087747",1158739
47508,"307,8873,4.5,1204234757",1158764
47509,"307,8874,5.0,1189457156",1158789
47510,"307,8907,2.5,1186173498",1158814
47511,"307,8910,3.5,1187192160",1158839
47512,"307,8947,2.0,1186173303",1158864
47513,"307,8949,3.0,1187192193",1158889
47514,"307,8961,3.0,1186162113",1158914
47515,"307,8967,0.5,1189607399",1158939
47516,"307,8969,4.0,1186087237",1158964
47517,"307,8970,4.5,1189457300",1158989
47518,"307,9005,2.0,1186260734",1159014
47519,"307,26133,4.0,1224508591",1159039
47520,"307,26629,1.5,1186411174",1159065
47521,"307,26680,3.5,1186257652",1159091
47522,"307,26686,1.0,1189607506",1159117
47523,"307,26792,1.5,1196131245",1159143
47524,"307,27434,0.5,1189607728",1159169
47525,"307,27555,4.5,1193343515",1159195
47526,"307,27772,2.0,1186257936",1159221
47527,"307,27838,3.0,1186257519",1159247
47528,"307,30793,2.5,1186087795",1159273
