,line,__fileposition__
5350,"8915,Stage Beauty (2004),Drama",260508
5351,"8916,Shall We Dance? (2004),Comedy|Romance",260540
5352,"8917,Team America: World Police (2004),Action|Adventure|Animation|Comedy",260584
5353,"8918,Eulogy (2004),Comedy|Crime|Drama",260658
5354,"8919,P.S. (2004),Comedy|Drama|Fantasy|Romance",260697
5355,"8920,""Country Girl, The (1954)"",Drama",260744
5356,"8921,""Rose Tattoo, The (1955)"",Drama|Romance",260783
5357,"8928,""Fearless Vampire Killers, The (1967)"",Comedy|Horror",260829
5358,"8933,""Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)"",Comedy|Drama",260888
5359,"8934,Bebe's Kids (1992),Animation|Children|Comedy",260989
5360,"8937,Friday Night Lights (2004),Action|Drama",261040
5361,"8938,Tarnation (2003),Documentary",261086
5362,"8939,""Final Cut, The (2004)"",Sci-Fi|Thriller",261121
5363,"8943,Being Julia (2004),Comedy|Drama",261167
5364,"8946,Surviving Christmas (2004),Comedy",261205
5365,"8947,""Grudge, The (2004)"",Horror|Mystery|Thriller",261245
5366,"8948,Alfie (2004),Comedy|Drama|Romance",261296
5367,"8949,Sideways (2004),Comedy|Drama|Romance",261336
5368,"8950,The Machinist (2004),Drama|Mystery|Thriller",261379
5369,"8951,Vera Drake (2004),Drama",261429
5370,"8952,Falling Angels (2003),Drama",261459
5371,"8954,Lightning in a Bottle (2004),Documentary",261493
5372,"8955,Undertow (2004),Crime|Drama|Thriller",261540
5373,"8957,Saw (2004),Horror|Mystery|Thriller",261583
5374,"8958,Ray (2004),Drama",261624
5375,"8959,Birth (2004),Drama|Mystery",261647
5376,"8961,""Incredibles, The (2004)"",Action|Adventure|Animation|Children|Comedy",261680
5377,"8964,Callas Forever (2002),Drama",261755
5378,"8965,""Polar Express, The (2004)"",Adventure|Animation|Children|Fantasy|IMAX",261789
5379,"8966,Kinsey (2004),Drama",261865
5380,"8967,Seed of Chucky (Child's Play 5) (2004),Comedy|Horror",261891
5381,"8968,After the Sunset (2004),Action|Adventure|Comedy|Crime|Thriller",261950
5382,"8969,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance",262019
5383,"8970,Finding Neverland (2004),Drama",262087
5384,"8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller",262124
5385,"8973,Bad Education (La mala educación) (2004),Drama|Thriller",262195
5386,"8974,""SpongeBob SquarePants Movie, The (2004)"",Adventure|Animation|Children|Comedy",262258
5387,"8977,Alexander (2004),Action|Adventure|Drama|War",262342
5388,"8978,Christmas with the Kranks (2004),Children|Comedy",262392
5389,"8979,Guerrilla: The Taking of Patty Hearst (2004),Documentary",262447
5390,"8981,Closer (2004),Drama|Romance",262510
5391,"8982,I Am David (2003),Drama",262544
5392,"8983,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance",262574
5393,"8984,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller",262650
5394,"8985,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller",262707
5395,"8987,Bush's Brain (2004),Documentary",262766
5396,"8989,Damn Yankees! (1958),Comedy|Musical",262804
5397,"8998,That's Entertainment (1974),Documentary",262846
5398,"9004,D.A.R.Y.L. (1985),Adventure|Children|Sci-Fi",262892
5399,"9005,Fire in the Sky (1993),Drama|Mystery|Sci-Fi",262942
5400,"9008,""Invisible Man Returns, The (1940)"",Horror|Sci-Fi",262992
5401,"9010,Love Me If You Dare (Jeux d'enfants) (2003),Drama|Romance",263048
5402,"9018,Control Room (2004),Documentary|War",263112
5403,"25746,""Hunchback of Notre Dame, The (1923)"",Drama|Horror",263154
5404,"25750,Sherlock Jr. (1924),Comedy|Fantasy|Romance",263212
5405,"25752,""Freshman, The (1925)"",Comedy",263262
5406,"25753,Greed (1924),Drama",263299
5407,"25757,""Jazz Singer, The (1927)"",Drama|Musical|Romance",263325
5408,"25769,""Steamboat Bill, Jr. (1928)"",Comedy|Romance",263380
5409,"25771,""Andalusian Dog, An (Chien andalou, Un) (1929)"",Fantasy",263431
5410,"25773,Little Caesar (1931),Crime|Drama",263494
5411,"25782,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),Comedy",263534
5412,"25788,Scarface (1932),Crime|Drama",263605
5413,"25795,Dinner at Eight (1933),Comedy|Drama|Romance",263640
5414,"25797,Gold Diggers of 1933 (1933),Musical",263691
5415,"25805,""Atalante, L' (1934)"",Comedy|Drama|Romance",263734
5416,"25825,Fury (1936),Drama|Film-Noir",263784
5417,"25826,Libeled Lady (1936),Comedy|Romance",263819
5418,"25827,Mr. Deeds Goes to Town (1936),Comedy|Romance",263861
5419,"25833,Camille (1936),Drama|Romance",263913
5420,"25834,Captains Courageous (1937),Adventure|Drama",263949
5421,"25841,Stage Door (1937),Drama",263999
5422,"25850,Holiday (1938),Comedy|Drama|Romance",264030
5423,"25855,""Roaring Twenties, The (1939)"",Crime|Drama|Thriller",264073
5424,"25856,Wuthering Heights (1939),Drama|Romance",264132
5425,"25865,""Letter, The (1940)"",Drama|Film-Noir",264178
5426,"25870,Here Comes Mr. Jordan (1941),Comedy|Fantasy|Romance",264222
5427,"25886,Random Harvest (1942),Drama|Romance",264281
5428,"25887,Tales of Manhattan (1942),Comedy|Drama",264324
5429,"25898,Day of Wrath (Vredens dag) (1943),Drama",264370
5430,"25905,""Miracle of Morgan's Creek, The (1944)"",Comedy|Romance",264417
5431,"25906,Mr. Skeffington (1944),Drama|Romance",264479
5432,"25923,Great Expectations (1946),Drama",264523
5433,"25927,""Stranger, The (1946)"",Drama|Film-Noir|Thriller",264562
5434,"25937,Easter Parade (1948),Musical|Romance",264617
5435,"25940,""Lady from Shanghai, The (1947)"",Drama|Film-Noir|Mystery",264661
5436,"25946,""Three Musketeers, The (1948)"",Action|Adventure|Drama|Romance",264725
5437,"25947,Unfaithfully Yours (1948),Comedy",264794
5438,"25952,""Letter to Three Wives, A (1949)"",Comedy|Drama",264834
5439,"25959,Annie Get Your Gun (1950),Comedy|Musical|Romance|Western",264888
5440,"25962,King Solomon's Mines (1950),Action|Adventure|Romance",264952
5441,"25963,""Young and the Damned, The (Olvidados, Los) (1950)"",Crime|Drama",265012
5442,"25996,""Star Is Born, A (1954)"",Drama|Musical",265083
5443,"25999,The Wild One (1953),Drama",265129
5444,"26002,Confidential Report (1955),Crime|Drama|Mystery|Thriller",265162
5445,"26003,Night and Fog (Nuit et brouillard) (1955),Crime|Documentary|War",265225
5446,"26038,Teacher's Pet (1958),Comedy|Romance",265296
5447,"26048,""Human Condition II, The (Ningen no joken II) (1959)"",Drama|War",265339
5448,"26052,Pickpocket (1959),Crime|Drama",265410
5449,"26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),Drama",265447
5450,"26073,""Human Condition III, The (Ningen no joken III) (1961)"",Drama|War",265530
5451,"26078,Advise and Consent (1962),Drama",265603
5452,"26082,Harakiri (Seppuku) (1962),Drama",265642
5453,"26084,""Music Man, The (1962)"",Children|Comedy|Musical|Romance",265681
5454,"26085,Mutiny on the Bounty (1962),Adventure|Drama|Romance",265744
5455,"26095,""Carabineers, The (Carabiniers, Les) (1963)"",Comedy|Drama|War",265803
5456,"26116,""Hush... Hush, Sweet Charlotte (1964)"",Horror|Thriller",265872
5457,"26122,Onibaba (1964),Drama|Horror|War",265934
5458,"26124,Robinson Crusoe on Mars (1964),Sci-Fi",265973
5459,"26131,""Battle of Algiers, The (La battaglia di Algeri) (1966)"",Drama|War",266018
5460,"26133,""Charlie Brown Christmas, A (1965)"",Animation|Children|Comedy",266092
5461,"26142,Major Dundee (1965),Adventure|War|Western",266161
5462,"26147,""Thousand Clowns, A (1965)"",Comedy|Drama|Romance",266210
5463,"26150,Andrei Rublev (Andrey Rublyov) (1969),Drama|War",266266
5464,"26151,Au Hasard Balthazar (1966),Crime|Drama",266321
5465,"26152,Batman (1966),Action|Adventure|Comedy",266367
5466,"26158,Closely Watched Trains (Ostre sledované vlaky) (1966),Comedy|Drama|War",266412
5467,"26159,Tokyo Drifter (Tôkyô nagaremono) (1966),Action|Crime|Drama",266491
5468,"26169,Branded to Kill (Koroshi no rakuin) (1967),Action|Crime|Drama",266559
5469,"26171,Play Time (a.k.a. Playtime) (1967),Comedy",266628
5470,"26172,Point Blank (1967),Action|Crime|Drama|Thriller",266677
5471,"26176,Titicut Follies (1967),Documentary|Drama",266731
5472,"26183,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),Action|Adventure|Animation|Children|Comedy",266779
5473,"26184,""Diamond Arm, The (Brilliantovaya ruka) (1968)"",Action|Adventure|Comedy|Crime|Thriller",266884
5474,"26195,Sympathy for the Devil (1968),Documentary|Musical",266978
5475,"26198,""Yours, Mine and Ours (1968)"",Children|Comedy",267035
5476,"26225,""Claire's Knee (Genou de Claire, Le) (1970)"",Comedy|Romance",267088
5477,"26231,Performance (1970),Crime|Drama|Thriller",267155
5478,"26236,""White Sun of the Desert, The (Beloe solntse pustyni) (1970)"",Action|Adventure|Comedy|Drama|Romance|War",267202
5479,"26237,Zabriskie Point (1970),Drama|Romance",267313
5480,"26242,Duel (1971),Action|Mystery|Thriller",267357
5481,"26249,They Call Me Trinity (1971),Comedy|Western",267400
5482,"26258,""Topo, El (1970)"",Fantasy|Western",267450
5483,"26265,Dr. Phibes Rises Again (1972),Adventure|Comedy|Horror|Romance",267491
5484,"26283,Charley Varrick (1973),Crime|Drama|Thriller",267560
5485,"26285,Dark Star (1974),Comedy|Sci-Fi|Thriller",267611
5486,"26303,Sisters (1973),Horror|Thriller",267658
5487,"26308,Turkish Delight (Turks fruit) (1973),Drama|Romance",267696
5488,"26313,California Split (1974),Comedy|Drama",267754
5489,"26317,Emmanuelle (1974),Drama|Romance",267798
5490,"26322,Gone in 60 Seconds (1974),Action|Crime|Drama",267837
5491,"26326,""Holy Mountain, The (Montaña sagrada, La) (1973)"",Drama",267889
5492,"26340,""Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)"",Action|Adventure|Animation|Children|Comedy|Fantasy",267953
5493,"26344,French Connection II (1975),Action|Crime|Drama|Thriller",268080
5494,"26347,""Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)"",Comedy|Drama|Romance",268143
5495,"26350,""Passenger, The (Professione: reporter) (1975)"",Drama",268252
5496,"26357,Trilogy of Terror (1975),Horror|Thriller",268313
5497,"26359,1900 (Novecento) (1976),Drama|War",268361
5498,"26365,Futureworld (1976),Sci-Fi|Thriller",268402
5499,"26366,Harlan County U.S.A. (1976),Documentary",268444
5500,"26375,Silver Streak (1976),Action|Comedy|Crime",268491
5501,"26386,High Anxiety (1977),Comedy|Thriller",268539
5502,"26391,""New York, New York (1977)"",Drama|Musical|Romance",268582
5503,"26394,""Turning Point, The (1977)"",Drama|Romance",268639
5504,"26399,Five Deadly Venoms (1978),Action",268688
5505,"26401,Last Hurrah for Chivalry (Hao xia) (1979),Action|Drama",268728
5506,"26409,""Clonus Horror, The (1979)"",Horror|Sci-Fi",268790
5507,"26413,Snake in the Eagle's Shadow (Se ying diu sau) (1978),Action|Comedy",268839
5508,"26422,Hair (1979),Comedy|Drama|Musical",268913
5509,"26429,Love at First Bite (1979),Comedy|Horror|Romance",268953
5510,"26444,""Hitch Hikers Guide to the Galaxy, The (1981)"",Adventure|Comedy|Sci-Fi",269008
5511,"26453,Smiley's People (1982),Drama|Mystery",269086
5512,"26464,Blue Thunder (1983),Action|Crime|Drama",269130
5513,"26467,""Day After, The (1983)"",Drama|Sci-Fi",269176
5514,"26471,Eddie Murphy Delirious (1983),Comedy|Documentary",269220
5515,"26472,""Norte, El (1984)"",Adventure|Drama",269276
5516,"26492,Twilight Zone: The Movie (1983),Fantasy|Horror|Sci-Fi|Thriller",269318
5517,"26498,Boy Meets Girl (1984),Drama",269388
5518,"26504,Cloak & Dagger (1984),Action|Adventure|Children|Crime|Mystery|Thriller",269423
5519,"26510,""Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)"",Adventure|Children|Fantasy|Sci-Fi",269501
5520,"26523,""Silent Night, Deadly Night (1984)"",Horror|Thriller",269618
5521,"26524,""Times of Harvey Milk, The (1984)"",Documentary",269677
5522,"26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),Comedy|Drama",269731
5523,"26528,Anne of Green Gables (1985),Children|Drama",269833
5524,"26539,Death of a Salesman (1985),Drama",269883
5525,"26542,Ewoks: The Battle for Endor (1985),Adventure|Children|Fantasy|Sci-Fi",269923
5526,"26547,Police Story (Ging chaat goo si) (1985),Action|Comedy|Crime|Thriller",269999
5527,"26554,""Quiet Earth, The (1985)"",Drama|Mystery|Sci-Fi",270075
5528,"26555,Spies Like Us (1985),Comedy",270129
5529,"26562,White Nights (1985),Drama",270164
5530,"26564,'Round Midnight (1986),Drama|Musical",270197
5531,"26567,Club Paradise (1986),Comedy",270241
5532,"26578,""Sacrifice, The (Offret - Sacraficatio) (1986)"",Drama",270276
5533,"26585,""Better Tomorrow, A (Ying hung boon sik) (1986)"",Crime|Drama|Thriller",270337
5534,"26587,""Decalogue, The (Dekalog) (1989)"",Crime|Drama|Romance",270414
5535,"26590,G.I. Joe: The Movie (1987),Action|Adventure|Animation|Children|Fantasy|Sci-Fi",270475
5536,"26593,Hell Comes to Frogtown (1988),Action|Comedy|Sci-Fi",270560
5537,"26599,""Law of Desire (Ley del deseo, La) (1987)"",Comedy|Drama|Romance",270618
5538,"26603,Prince of Darkness (1987),Fantasy|Horror|Sci-Fi|Thriller",270689
5539,"26606,""Chinese Ghost Story, A (Sinnui yauwan) (1987)"",Action|Fantasy|Horror|Romance",270753
5540,"26612,""Better Tomorrow II, A (Ying hung boon sik II) (1987)"",Crime|Drama|Thriller",270838
5541,"26614,""Bourne Identity, The (1988)"",Action|Adventure|Drama|Mystery|Thriller",270921
5542,"26622,Dominick and Eugene (1988),Drama",270998
5543,"26629,Killer Klowns from Outer Space (1988),Comedy|Horror|Sci-Fi",271038
5544,"26630,Moonwalker (1988),Musical",271104
5545,"26631,Alice (Neco z Alenky) (1988),Animation|Fantasy|Mystery",271137
5546,"26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),Comedy",271199
5547,"26649,Lonesome Dove (1989),Adventure|Drama|Western",271286
5548,"26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),Adventure|Animation|Children|Drama|Fantasy",271338
5549,"26676,Almost an Angel (1990),Comedy",271440
5550,"26680,Cry-Baby (1990),Comedy|Musical|Romance",271477
5551,"26681,Bullet in the Head (1990),Action|Drama|War",271523
5552,"26686,Ghost Dad (1990),Comedy|Fantasy",271573
5553,"26693,It (1990),Drama|Fantasy|Horror|Mystery|Thriller",271612
5554,"26694,Ju Dou (1990),Drama",271667
5555,"26695,""Krays, The (1990)"",Drama",271694
5556,"26696,Lionheart (1990),Action",271727
5557,"26700,Nuns on the Run (1990),Comedy|Crime",271758
5558,"26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller",271801
5559,"26704,State of Grace (1990),Crime|Drama|Thriller",271936
5560,"26712,35 Up (1991),Documentary",271986
5561,"26713,Days of Being Wild (A Fei jingjyuhn) (1990),Drama|Romance",272018
5562,"26717,Begotten (1990),Drama|Horror",272083
5563,"26726,Dutch (1991),Comedy",272119
5564,"26729,Hearts of Darkness: A Filmmakers Apocalypse (1991),Documentary",272146
5565,"26732,Johnny Stecchino (1991),Comedy",272216
5566,"26736,Riki-Oh: The Story of Ricky (Lik Wong) (1991),Action|Crime|Thriller",272254
5567,"26741,Mannequin 2: On the Move (1991),Comedy|Fantasy|Romance",272329
5568,"26743,Only Yesterday (Omohide poro poro) (1991),Animation|Drama",272391
5569,"26745,Other People's Money (1991),Comedy|Drama|Romance",272456
5570,"26750,Quigley Down Under (1990),Adventure|Drama|Western",272512
5571,"26761,Prime Suspect 2 (1992),Crime|Drama|Mystery|Romance|Thriller",272569
5572,"26764,Captain America (1990),Action|Fantasy|Sci-Fi|Thriller|War",272636
5573,"26765,City Hunter (Sing si lip yan) (1993),Action|Comedy|Romance",272701
5574,"26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),Adventure|Animation|Comedy|Fantasy|Romance",272767
5575,"26777,""Stolen Children (Ladro di bambini, Il) (1992)"",Drama",272868
5576,"26778,Ladybugs (1992),Comedy",272929
5577,"26782,""Mambo Kings, The (1992)"",Drama|Musical",272959
5578,"26791,Shining Through (1992),Drama|Romance|Thriller|War",273006
5579,"26792,Sidekicks (1992),Action|Adventure|Children|Comedy",273063
5580,"26796,""Heart in Winter, A (Un coeur en hiver) (1992)"",Drama|Romance",273120
5581,"26797,Visions of Light: The Art of Cinematography (1992),Documentary",273189
5582,"26810,Bad Boy Bubby (1993),Drama",273259
5583,"26812,Barbarians at the Gate (1993),Drama",273293
5584,"26819,Fortress (1992),Action|Sci-Fi",273336
5585,"26828,Mr. Nanny (1993),Action|Children|Comedy",273373
5586,"26838,""Snapper, The (1993)"",Comedy|Drama",273420
5587,"26840,Sonatine (Sonachine) (1993),Action|Comedy|Crime|Drama",273462
5588,"26849,""Stand, The (1994)"",Adventure|Drama|Fantasy|Horror|Sci-Fi",273523
5589,"26854,""Darkman II: Return of Durant, The (1995)"",Action|Crime|Horror",273588
5590,"26861,Freaked (1993),Comedy|Sci-Fi",273658
5591,"26865,Fist of Legend (Jing wu ying xiong) (1994),Action|Drama",273694
5592,"26870,Major League II (1994),Comedy",273757
5593,"26871,My Father the Hero (1994),Comedy|Romance",273794
5594,"26875,""Pure Formality, A (Pura formalità, Una) (1994)"",Crime|Film-Noir|Mystery|Thriller",273842
5595,"26887,""Langoliers, The (1995)"",Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller",273932
5596,"26900,""Last Wedding, The (Kivenpyörittäjän kylä) (1995)"",Comedy|Drama",274009
5597,"26901,Last of the Dogmen (1995),Adventure|Western",274084
5598,"26903,Whisper of the Heart (Mimi wo sumaseba) (1995),Animation|Drama|Romance",274135
5599,"26913,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994),Action|Animation",274213
5600,"26928,""Summer's Tale, A (Conte d'été) (1996)"",Comedy|Drama|Romance",274316
5601,"26940,""Late Shift, The (1996)"",Comedy",274386
5602,"26947,Pusher (1996),Crime|Thriller",274425
5603,"26958,Emma (1996),Romance",274461
5604,"26965,""Boxer, The (1997)"",Drama|Thriller",274488
5605,"26974,Gummo (1997),Drama",274530
5606,"26985,Nirvana (1997),Action|Sci-Fi",274556
5607,"26999,""Lion King II: Simba's Pride, The (1998)"",Adventure|Animation|Children|Musical|Romance",274592
5608,"27002,From the Earth to the Moon (1998),Action|Documentary|Drama|Thriller",274686
5609,"27003,Beowulf (1999),Action|Horror|Sci-Fi",274761
5610,"27006,RKO 281 (1999),Drama",274804
5611,"27008,From Dusk Till Dawn 2: Texas Blood Money (1999) ,Comedy|Crime|Horror",274832
5612,"27020,Gia (1998),Drama|Romance",274908
5613,"27022,Thursday (1998),Action|Crime|Thriller",274940
5614,"27032,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller",274985
5615,"27036,Merlin (1998),Action|Adventure|Drama|Fantasy|Romance",275063
5616,"27074,Brave New World (1998),Sci-Fi",275123
5617,"27075,Addams Family Reunion (1998),Children|Comedy|Fantasy",275160
5618,"27105,Purgatory (1999),Fantasy|Western",275220
5619,"27124,Bleeder (1999),Drama|Thriller",275260
5620,"27134,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),Action|Crime|Fantasy",275297
5621,"27140,Candyman 3: Day of the Dead (1999),Horror",275381
5622,"27155,""Batman/Superman Movie, The (1998)"",Action|Adventure|Animation|Children|Fantasy|Sci-Fi",275430
5623,"27156,""Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)"",Action|Animation|Drama|Fantasy|Sci-Fi",275524
5624,"27176,Style Wars (1983),Documentary",275687
5625,"27178,In July (Im Juli) (2000),Comedy|Romance",275724
5626,"27186,Kirikou and the Sorceress (Kirikou et la sorcière) (1998),Adventure|Animation|Children|Fantasy",275771
5627,"27193,Taxi 2 (2000),Action|Comedy",275874
5628,"27246,If These Walls Could Talk 2 (2000),Drama|Romance",275909
5629,"27251,""10th Kingdom, The (2000)"",Adventure|Comedy|Fantasy",275965
5630,"27255,""Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)"",Drama",276024
5631,"27266,2046 (2004),Drama|Fantasy|Romance|Sci-Fi",276094
5632,"27306,Bartleby (2001),Comedy|Drama",276142
5633,"27311,Batman Beyond: Return of the Joker (2000),Action|Animation|Crime|Sci-Fi|Thriller",276178
5634,"27317,Audition (Ôdishon) (1999),Drama|Horror|Mystery|Romance|Thriller",276266
5635,"27320,""Nine Lives of Tomas Katz, The (2000)"",Comedy|Drama|Fantasy",276338
5636,"27328,Monday (2000),Action|Comedy|Crime|Fantasy|Thriller",276405
5637,"27329,Paradise Lost 2: Revelations (2000),Documentary",276463
5638,"27368,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),Adventure|Comedy|Fantasy",276518
5639,"27369,Daria: Is It Fall Yet? (2000),Animation|Comedy",276635
5640,"27370,Late Night Shopping (2001),Comedy",276689
5641,"27373,61* (2001),Drama",276730
5642,"27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War",276754
5643,"27408,Ripley's Game (2002),Drama|Thriller",276852
5644,"27416,Jalla! Jalla! (2000),Comedy|Drama|Romance",276895
5645,"27420,Teknolust (2002),Comedy|Drama|Romance|Sci-Fi",276944
5646,"27426,""Accidental Spy, The (Dak miu mai shing) (2001)"",Action|Comedy|Thriller",276996
5647,"27434,Darkness (2002),Horror|Mystery",277075
5648,"27441,Blood: The Last Vampire (2000),Action|Animation|Horror",277113
5649,"27450,Blueberry (2004),Adventure|Western",277175
5650,"27473,American Psycho II: All American Girl (2002),Comedy|Crime|Horror|Mystery|Thriller",277217
5651,"27478,Ali G Indahouse (2002),Comedy",277306
5652,"27480,Dead or Alive 2: Tôbôsha (2000),Action|Crime|Thriller",277343
5653,"27482,Cube 2: Hypercube (2002),Horror|Mystery|Sci-Fi",277406
5654,"27491,Pulse (Kairo) (2001),Horror|Mystery|Thriller",277460
5655,"27513,Dog Days (Hundstage) (2001),Drama",277512
5656,"27523,My Sassy Girl (Yeopgijeogin geunyeo) (2001),Comedy|Romance",277553
5657,"27537,Nothing (2003),Comedy|Fantasy|Mystery|Sci-Fi",277619
5658,"27539,Undertaking Betty (Plots with a View) (2002),Comedy|Romance",277671
5659,"27549,Dead or Alive: Final (2002),Comedy|Crime|Drama|Sci-Fi|Thriller",277738
5660,"27555,Fubar (2002),Comedy",277808
5661,"27563,""Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)"",Comedy|Horror|Musical",277835
5662,"27584,Dead End (2003),Comedy|Horror|Mystery|Thriller",277930
5663,"27592,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),Crime|Drama",277984
5664,"27595,Jesus Christ Vampire Hunter (2001),Action|Comedy|Horror|Musical",278059
5665,"27604,Suicide Club (Jisatsu saakuru) (2001),Horror|Mystery|Thriller",278130
5666,"27611,Battlestar Galactica (2003),Drama|Sci-Fi|War",278199
5667,"27618,""Sound of Thunder, A (2005)"",Action|Adventure|Drama|Sci-Fi|Thriller",278251
5668,"27619,""Lion King 1½, The (2004)"",Adventure|Animation|Children|Comedy",278326
5669,"27627,Oasis (2002),Drama|Romance",278397
5670,"27644,Remember Me (Ricordati di me) (2003),Comedy|Drama|Romance",278431
5671,"27660,""Animatrix, The (2003)"",Action|Animation|Drama|Sci-Fi",278496
5672,"27664,""Brown Bunny, The (2003)"",Drama",278557
5673,"27667,Ju-on: The Curse (2000),Horror",278596
5674,"27674,11:14 (2003),Comedy|Crime|Drama|Mystery|Thriller",278634
5675,"27683,Tremors 4: The Legend Begins (2004),Action|Comedy|Horror|Sci-Fi|Thriller|Western",278690
5676,"27685,Bring It On Again (2004),Comedy",278778
5677,"27689,""Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)"",Action|Crime|Thriller",278817
5678,"27692,And Starring Pancho Villa as Himself (2003),Action|Comedy|Drama|War",278955
5679,"27695,Nicotina (2003),Action|Comedy|Drama",279030
5680,"27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),Action|Drama|Thriller|War",279073
5681,"27705,In Hell (2003),Action|Drama|Thriller",279170
5682,"27706,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy",279214
5683,"27708,Helen of Troy (2003),Action|Adventure|Drama|Romance",279310
5684,"27716,""Green Butchers, The (Grønne slagtere, De) (2003)"",Comedy|Crime|Drama|Romance",279369
5685,"27721,""Very Long Engagement, A (Un long dimanche de fiançailles) (2004)"",Drama|Mystery|Romance|War",279455
5686,"27722,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),Drama|Romance",279556
5687,"27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),Action|Animation|Drama|Sci-Fi|Thriller",279638
5688,"27731,""Cat Returns, The (Neko no ongaeshi) (2002)"",Adventure|Animation|Children|Fantasy",279753
5689,"27741,""Twilight Samurai, The (Tasogare Seibei) (2002)"",Drama|Romance",279842
5690,"27744,""Facing Windows (Finestra di fronte, La) (2003)"",Drama|Romance",279912
5691,"27746,Ginger Snaps: Unleashed (2004),Horror|Thriller",279982
5692,"27751,'Salem's Lot (2004),Drama|Horror|Mystery|Thriller",280036
5693,"27762,Comic Book: The Movie (2004),Comedy",280093
5694,"27768,Intimate Strangers (Confidences trop intimes) (2004),Drama",280136
5695,"27769,Down to the Bone (2004),Drama",280202
5696,"27772,Ju-on: The Grudge (2002),Horror",280239
5697,"27773,Old Boy (2003),Mystery|Thriller",280278
5698,"27776,Red Lights (Feux rouges) (2004),Drama",280317
5699,"27778,Ginger Snaps Back: The Beginning (2004),Fantasy|Horror",280362
5700,"27784,One Missed Call (Chakushin ari) (2003),Horror|Mystery",280424
5701,"27788,""Jacket, The (2005)"",Drama|Mystery|Sci-Fi|Thriller",280485
5702,"27790,Millions (2004),Children|Comedy|Crime|Drama|Fantasy",280543
5703,"27793,Starship Troopers 2: Hero of the Federation (2004),Action|Horror|Sci-Fi|War",280602
5704,"27801,Ong-Bak: The Thai Warrior (Ong Bak) (2003),Action|Thriller",280685
5705,"27802,Infernal Affairs 2 (Mou gaan dou II) (2003),Action|Crime|Drama|Thriller",280751
5706,"27803,""Sea Inside, The (Mar adentro) (2004)"",Drama",280830
5707,"27808,Spanglish (2004),Comedy|Drama|Romance",280882
5708,"27815,""Chorus, The (Choristes, Les) (2004)"",Drama",280927
5709,"27816,Saints and Soldiers (2003),Action|Adventure|Drama|War",280978
5710,"27820,""Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)"",Documentary|Drama",281039
5711,"27821,""Interpreter, The (2005)"",Drama|Thriller",281143
5712,"27822,Open Water (2003),Drama|Thriller",281191
5713,"27826,Touch of Pink (2004),Comedy|Drama|Romance",281231
5714,"27829,Slasher (2004),Documentary",281280
5715,"27830,""Bobby Jones, Stroke of Genius (2004)"",Drama",281314
5716,"27831,Layer Cake (2004),Crime|Drama|Thriller",281366
5717,"27834,""Return, The (Vozvrashcheniye) (2003)"",Drama",281412
5718,"27837,Flight of the Phoenix (2004),Action|Adventure",281464
5719,"27838,Mean Creek (2004),Drama|Thriller",281517
